Player,Game Week,Team,League,Nationality,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total)
Yann Sommer,J20,Inter,Serie A,ch SUI,36-026,90,2.0,0.0,2.0,0.1,0.1,True,3.0,8.0,28.0,3.0,88.8,2.0,95.0,7.0,0.0,0.0,0.0
Wojciech Szczęsny,J12,Barcelona,Champions League,pl POL,34-327,90,2.0,1.0,1.0,0.8,-0.2,False,2.0,7.0,37.0,3.0,79.5,4.0,108.0,7.0,1.0,1.0,21.0
Anatolii Trubin,J12,Benfica,Champions League,ua UKR,23-222,90,6.0,3.0,3.0,1.8,-1.2,False,1.0,9.0,22.0,6.0,187.8,8.0,154.4,8.0,1.0,1.0,11.0
Alisson,J12,Liverpool,Champions League,br BRA,32-160,90,8.0,1.0,7.0,2.1,1.1,False,10.0,26.0,46.0,11.0,432.3,4.0,222.0,7.0,2.0,1.0,10.8
Gianluigi Donnarumma,J12,Paris S-G,Champions League,it ITA,26-014,90,2.0,0.0,2.0,0.4,0.4,True,1.0,18.0,32.0,6.0,192.6,13.0,527.8,28.0,1.0,0.0,0.0
Lukáš Hrádecký,J12,Leverkusen,Champions League,fi FIN,35-107,90,5.0,2.0,3.0,1.9,-0.1,False,5.0,15.0,22.0,1.0,39.3,5.0,276.0,11.0,0.0,1.0,14.0
Jonas Urbig,J12,Bayern Munich,Champions League,de GER,21-215,90,3.0,0.0,3.0,0.6,0.6,True,3.0,18.0,33.0,3.0,117.0,3.0,182.1,30.0,0.0,0.0,0.0
Yann Sommer,J12,Inter,Champions League,ch SUI,36-084,90,4.0,1.0,3.0,0.9,-0.1,False,2.0,4.0,65.0,4.0,96.0,2.0,34.0,9.0,0.0,1.0,19.5
Timon Wellenreuther,J12,Feyenoord,Champions League,de GER,29-098,90,5.0,2.0,3.0,2.1,0.1,False,6.0,10.0,37.0,3.0,99.3,4.0,118.0,10.0,1.0,1.0,14.3
Lucas Chevalier,J12,Lille,Champions League,fr FRA,23-126,90,6.0,2.0,4.0,2.3,0.3,False,10.0,22.0,34.0,4.0,149.6,5.0,300.0,14.0,1.0,0.0,0.0
Gregor Kobel,J12,Dortmund,Champions League,ch SUI,27-096,90,4.0,1.0,3.0,1.6,0.6,False,7.0,18.0,24.0,0.0,0.0,3.0,132.9,11.0,0.0,2.0,33.0
David Raya,J12,Arsenal,Champions League,es ESP,29-178,90,5.0,2.0,3.0,2.2,0.2,False,5.0,11.0,34.0,4.0,130.0,3.0,90.0,7.0,0.0,2.0,57.0
Walter Benítez,J12,PSV Eindhoven,Champions League,ar ARG,32-052,90,7.0,2.0,5.0,1.8,-0.2,False,3.0,12.0,47.0,7.0,203.7,2.0,125.0,11.0,2.0,0.0,0.0
Emiliano Martínez,J12,Aston Villa,Champions League,ar ARG,32-191,90,1.0,0.0,1.0,0.2,0.2,True,3.0,5.0,36.0,3.0,71.7,2.0,75.0,7.0,0.0,0.0,0.0
Simon Mignolet,J12,Club Brugge,Champions League,be BEL,37-006,90,10.0,3.0,7.0,4.0,1.0,False,5.0,9.0,37.0,4.0,107.2,3.0,141.9,4.0,0.0,0.0,0.0
Jan Oblak,J12,Atlético Madrid,Champions League,si SVN,32-064,90,3.0,0.0,3.0,0.2,0.2,True,5.0,11.0,23.0,10.0,320.0,8.0,403.2,22.0,3.0,0.0,0.0
Thibaut Courtois,J12,Real Madrid,Champions League,be BEL,32-305,90,8.0,1.0,7.0,1.8,0.8,False,0.0,8.0,28.0,11.0,298.1,9.0,186.3,22.0,3.0,1.0,9.6
David Raya,J13,Arsenal,Champions League,es ESP,29-205,90,3.0,0.0,3.0,0.2,0.2,True,2.0,6.0,30.0,6.0,167.4,4.0,78.0,5.0,2.0,1.0,12.3
Thibaut Courtois,J13,Real Madrid,Champions League,be BEL,32-332,90,8.0,3.0,5.0,2.2,-0.8,False,4.0,13.0,25.0,5.0,178.5,4.0,206.0,11.0,2.0,0.0,0.0
Jonas Urbig,J13,Bayern Munich,Champions League,de GER,21-243,90,4.0,2.0,2.0,1.3,-0.7,False,4.0,13.0,35.0,1.0,38.3,0.0,0.0,4.0,0.0,3.0,83.1
Yann Sommer,J13,Inter,Champions League,ch SUI,36-112,90,7.0,1.0,6.0,1.5,0.5,False,4.0,16.0,63.0,8.0,212.8,9.0,451.8,17.0,3.0,1.0,7.6
Łukasz Skorupski,J20,Bologna,Serie A,pl POL,33-252,90,4.0,2.0,2.0,1.4,-0.6,False,4.0,13.0,38.0,5.0,170.0,2.0,27.0,15.0,1.0,1.0,11.0
Mile Svilar,J20,Roma,Serie A,rs SRB,25-138,90,8.0,2.0,6.0,2.2,0.2,False,3.0,8.0,62.0,12.0,283.2,0.0,0.0,14.0,1.0,1.0,13.5
Wojciech Szczęsny,J13,Barcelona,Champions League,pl POL,34-356,90,3.0,0.0,3.0,0.9,0.9,True,1.0,6.0,32.0,4.0,106.4,5.0,259.0,9.0,1.0,6.0,142.8
Gregor Kobel,J13,Dortmund,Champions League,ch SUI,27-124,90,9.0,4.0,5.0,3.4,-0.6,False,3.0,8.0,27.0,7.0,203.7,6.0,273.0,6.0,0.0,0.0,0.0
Gianluigi Donnarumma,J13,Paris S-G,Champions League,it ITA,26-043,90,2.0,1.0,1.0,0.8,-0.2,False,1.0,1.0,8.0,3.0,71.4,6.0,79.2,4.0,0.0,0.0,0.0
Emiliano Martínez,J13,Aston Villa,Champions League,ar ARG,32-219,90,10.0,3.0,7.0,2.1,-0.9,False,8.0,18.0,27.0,5.0,191.5,6.0,348.0,12.0,0.0,0.0,0.0
Emiliano Martínez,J14,Aston Villa,Champions League,ar ARG,32-225,90,7.0,2.0,5.0,2.6,0.6,False,1.0,10.0,28.0,4.0,127.2,3.0,108.9,2.0,0.0,2.0,34.0
Gianluigi Donnarumma,J14,Paris S-G,Champions League,it ITA,26-049,90,8.0,3.0,5.0,3.0,0.0,False,3.0,12.0,24.0,2.0,62.8,8.0,460.8,13.0,0.0,0.0,0.0
Gregor Kobel,J14,Dortmund,Champions League,ch SUI,27-130,90,2.0,1.0,2.0,0.2,-0.8,False,1.0,6.0,42.0,9.0,232.2,5.0,75.0,9.0,1.0,1.0,18.1
Wojciech Szczęsny,J14,Barcelona,Champions League,pl POL,34-362,90,11.0,3.0,8.0,3.8,0.8,False,3.0,13.0,31.0,7.0,240.8,3.0,173.1,18.0,2.0,2.0,28.4
Yann Sommer,J14,Inter,Champions League,ch SUI,36-120,90,6.0,2.0,4.0,1.7,-0.3,False,7.0,18.0,39.0,4.0,146.4,3.0,105.0,22.0,1.0,0.0,0.0
Jonas Urbig,J14,Bayern Munich,Champions League,de GER,21-251,90,5.0,2.0,3.0,1.2,-0.8,False,2.0,14.0,38.0,3.0,108.0,1.0,61.0,8.0,0.0,2.0,28.4
Thibaut Courtois,J14,Real Madrid,Champions League,be BEL,32-340,90,6.0,2.0,3.0,1.9,-0.1,False,2.0,10.0,28.0,6.0,190.2,5.0,119.0,8.0,1.0,0.0,0.0
David Raya,J14,Arsenal,Champions League,es ESP,29-213,90,3.0,1.0,2.0,1.4,0.4,False,7.0,23.0,26.0,4.0,180.0,9.0,558.0,31.0,2.0,0.0,0.0
David Raya,J15,Arsenal,Champions League,es ESP,29-226,90,4.0,1.0,3.0,1.0,0.0,False,8.0,18.0,44.0,5.0,168.0,5.0,110.0,2.0,0.0,0.0,0.0
Gianluigi Donnarumma,J15,Paris S-G,Champions League,it ITA,26-063,90,5.0,0.0,5.0,1.3,1.3,True,3.0,20.0,35.0,3.0,113.1,3.0,161.1,10.0,1.0,2.0,29.0
Wojciech Szczęsny,J15,Barcelona,Champions League,pl POL,35-012,90,3.0,3.0,0.0,2.0,-1.0,False,1.0,5.0,29.0,3.0,72.6,2.0,92.0,3.0,0.0,4.0,71.2
Yann Sommer,J15,Inter,Champions League,ch SUI,36-134,90,9.0,3.0,7.0,2.8,-0.2,False,6.0,6.0,29.0,8.0,194.4,7.0,261.1,20.0,2.0,0.0,0.0
Yann Sommer,J16,Inter,Champions League,ch SUI,36-140,90,10.0,3.0,7.0,3.9,0.9,False,8.0,25.0,32.0,3.0,117.3,12.0,586.8,26.0,2.0,0.0,0.0
Wojciech Szczęsny,J16,Barcelona,Champions League,pl POL,35-018,90,7.0,4.0,3.0,4.2,0.2,False,1.0,5.0,22.0,5.0,147.5,3.0,183.9,7.0,0.0,5.0,148.0
Gianluigi Donnarumma,J16,Paris S-G,Champions League,it ITA,26-071,90,4.0,1.0,3.0,1.9,0.9,False,6.0,20.0,18.0,1.0,43.1,11.0,599.5,17.0,1.0,0.0,0.0
David Raya,J16,Arsenal,Champions League,es ESP,29-234,90,6.0,2.0,3.0,3.4,1.4,False,14.0,23.0,33.0,4.0,181.6,3.0,198.9,6.0,2.0,3.0,65.1
Alex Meret,J20,Napoli,Serie A,it ITA,27-296,90,2.0,0.0,2.0,0.2,0.2,True,1.0,7.0,22.0,5.0,165.0,4.0,158.0,6.0,2.0,3.0,51.6
Lorenzo Montipò,J20,Hellas Verona,Serie A,it ITA,28-327,90,2.0,2.0,1.0,0.3,-1.7,False,6.0,15.0,16.0,4.0,126.4,9.0,468.0,22.0,2.0,1.0,7.8
Gianluigi Donnarumma,J17,Paris S-G,Champions League,it ITA,26-095,90,2.0,0.0,2.0,0.2,0.2,True,6.0,15.0,25.0,6.0,226.2,5.0,254.0,14.0,1.0,3.0,45.3
Yann Sommer,J17,Inter,Champions League,ch SUI,36-165,90,8.0,5.0,3.0,2.9,-2.1,False,7.0,16.0,39.0,3.0,92.1,6.0,189.0,5.0,0.0,0.0,0.0
Rome-Jayden Owusu-Oduro,J1,AZ Alkmaar,Europa League,nl NED,20-085,90,2.0,2.0,0.0,0.2,-1.8,False,0.0,3.0,26.0,7.0,179.2,1.0,35.0,5.0,1.0,3.0,57.0
Isak Pettersson,J1,Elfsborg,Europa League,se SWE,27-111,90,8.0,3.0,5.0,2.6,-0.4,False,11.0,34.0,33.0,5.0,253.5,7.0,441.7,17.0,2.0,0.0,0.0
Nikita Haikin,J1,Bodø/Glimt,Europa League,ru RUS,29-076,90,8.0,2.0,6.0,2.5,0.5,False,9.0,27.0,38.0,5.0,205.5,9.0,520.2,25.0,2.0,1.0,14.2
Diogo Costa,J1,Porto,Europa League,pt POR,25-006,90,7.0,3.0,4.0,3.7,0.7,False,3.0,8.0,35.0,4.0,115.6,3.0,53.1,8.0,0.0,2.0,31.6
André Onana,J1,Manchester Utd,Europa League,cm CMR,28-176,90,3.0,1.0,2.0,1.1,0.1,False,2.0,4.0,25.0,4.0,106.4,3.0,41.1,13.0,0.0,1.0,13.0
Lars Unnerstall,J1,Twente,Europa League,de GER,34-067,90,5.0,1.0,4.0,0.9,-0.1,False,4.0,19.0,35.0,5.0,186.0,9.0,299.7,15.0,0.0,2.0,50.0
Colin Coosemans,J1,Anderlecht,Europa League,be BEL,32-053,90,3.0,1.0,2.0,0.6,-0.4,False,4.0,11.0,36.0,5.0,153.5,3.0,150.9,16.0,1.0,0.0,0.0
Dénes Dibusz,J1,Ferencváros,Europa League,hu HUN,33-314,90,6.0,2.0,4.0,2.1,0.1,False,6.0,9.0,18.0,4.0,143.6,3.0,78.0,12.0,1.0,0.0,0.0
Marcin Bułka,J1,Nice,Europa League,pl POL,24-357,90,2.0,1.0,1.0,0.1,-0.9,False,1.0,4.0,22.0,2.0,53.4,6.0,82.8,11.0,0.0,0.0,0.0
Álex Remiro,J1,Real Sociedad,Europa League,es ESP,29-185,90,5.0,1.0,3.0,2.5,1.5,False,4.0,13.0,41.0,6.0,175.8,5.0,240.0,17.0,3.0,1.0,11.8
Elías Rafn Ólafsson,J1,Midtjylland,Europa League,is ISL,24-198,90,2.0,1.0,1.0,0.4,-0.6,False,4.0,12.0,18.0,7.0,277.2,9.0,345.6,10.0,1.0,2.0,30.6
Oliver Baumann,J1,Hoffenheim,Europa League,de GER,34-115,90,7.0,1.0,6.0,2.6,1.6,False,1.0,8.0,28.0,2.0,56.2,7.0,223.3,19.0,2.0,0.0,0.0
Heorhiy Bushchan,J1,Dynamo Kyiv,Europa League,ua UKR,30-117,90,6.0,3.0,3.0,3.3,0.3,False,4.0,7.0,26.0,4.0,132.0,3.0,105.0,8.0,0.0,1.0,15.7
Ivan Provedel,J1,Lazio,Europa League,it ITA,30-192,90,6.0,0.0,6.0,1.0,1.0,True,4.0,12.0,29.0,3.0,109.2,4.0,210.0,17.0,0.0,0.0,0.0
Günay Güvenç,J1,Galatasaray,Europa League,0,33-092,90,5.0,1.0,4.0,1.4,0.4,False,6.0,11.0,39.0,6.0,180.6,5.0,192.0,5.0,0.0,0.0,0.0
Dominik Kotarski,J1,PAOK,Europa League,hr CRO,24-228,90,9.0,3.0,7.0,3.0,0.0,False,2.0,19.0,38.0,1.0,38.8,7.0,321.3,31.0,0.0,0.0,0.0
Sergio Padt,J1,Ludogorets,Europa League,nl NED,34-111,90,5.0,2.0,3.0,2.1,0.1,False,2.0,9.0,28.0,2.0,61.2,7.0,200.2,19.0,0.0,1.0,13.0
Antonín Kinský,J1,Slavia Prague,Europa League,cz CZE,21-196,90,1.0,0.0,1.0,0.5,0.5,True,6.0,11.0,45.0,3.0,87.0,5.0,115.0,14.0,1.0,2.0,31.0
Stefano Turati,J20,Monza,Serie A,it ITA,23-130,90,1.0,1.0,0.0,1.0,0.0,False,11.0,23.0,36.0,2.0,82.8,4.0,202.0,16.0,2.0,0.0,0.0
David de Gea,J20,Fiorentina,Serie A,es ESP,34-067,90,3.0,2.0,1.0,1.4,-0.6,False,2.0,2.0,18.0,3.0,80.1,3.0,78.0,8.0,0.0,0.0,0.0
Johan Dahlin,J1,Malmö,Europa League,se SWE,38-018,90,5.0,2.0,3.0,1.4,-0.6,False,0.0,3.0,13.0,4.0,96.0,12.0,301.2,7.0,1.0,0.0,0.0
Jack Butland,J1,Rangers,Europa League,eng ENG,31-200,90,0.0,0.0,0.0,0.0,0.0,True,3.0,15.0,26.0,3.0,109.2,5.0,302.0,19.0,0.0,0.0,0.0
Dominik Livaković,J1,Fenerbahçe,Europa League,hr CRO,29-261,90,6.0,1.0,4.0,1.3,0.3,False,1.0,17.0,43.0,4.0,133.6,1.0,16.0,9.0,0.0,0.0,0.0
Anthony Moris,J1,Union SG,Europa League,lu LUX,34-150,90,3.0,2.0,2.0,0.8,-1.2,False,7.0,23.0,32.0,3.0,132.6,3.0,206.1,15.0,1.0,0.0,0.0
Matheus,J1,Braga,Europa League,br BRA,32-069,90,2.0,1.0,1.0,1.5,0.5,False,4.0,7.0,28.0,2.0,53.2,5.0,150.0,7.0,0.0,7.0,210.0
Roei Mashpati,J1,Maccabi Tel Aviv,Europa League,il ISR,31-308,90,9.0,2.0,7.0,3.2,1.2,False,4.0,14.0,42.0,6.0,172.8,6.0,211.2,21.0,0.0,0.0,0.0
Guglielmo Vicario,J1,Tottenham,Europa League,it ITA,27-355,90,5.0,0.0,5.0,0.4,0.4,True,1.0,5.0,40.0,10.0,248.0,7.0,139.3,17.0,1.0,2.0,28.2
Mateusz Kochalski,J1,Qarabağ,Europa League,pl POL,24-063,90,5.0,3.0,2.0,2.8,-0.2,False,1.0,4.0,13.0,2.0,54.8,5.0,166.0,4.0,0.0,2.0,28.2
Mile Svilar,J1,Roma,Europa League,rs SRB,25-030,90,2.0,1.0,1.0,1.0,0.0,False,8.0,23.0,64.0,7.0,198.1,7.0,462.0,20.0,3.0,0.0,0.0
Julen Agirrezabala,J1,Athletic Club,Europa League,es ESP,23-275,90,3.0,1.0,2.0,0.3,-0.7,False,2.0,14.0,20.0,3.0,135.9,2.0,132.0,9.0,0.0,1.0,20.0
Remko Pasveer,J1,Ajax,Europa League,nl NED,40-323,90,0.0,0.0,0.0,0.0,0.0,True,1.0,6.0,35.0,5.0,112.0,1.0,84.0,13.0,1.0,0.0,0.0
Mert Günok,J1,Beşiktaş,Europa League,tr TUR,35-209,90,9.0,4.0,5.0,3.8,-0.2,False,4.0,18.0,29.0,7.0,254.8,8.0,452.0,7.0,0.0,0.0,0.0
Kauã Santos,J1,Eint Frankfurt,Europa League,br BRA,21-168,90,6.0,3.0,3.0,1.6,-1.4,False,0.0,3.0,25.0,3.0,69.9,2.0,58.0,11.0,0.0,1.0,16.5
Martin Jedlička,J1,Viktoria Plzeň,Europa League,cz CZE,26-246,90,6.0,3.0,3.0,0.8,-2.2,False,5.0,19.0,19.0,4.0,164.8,13.0,665.6,14.0,0.0,1.0,19.0
Lucas Perri,J1,Lyon,Europa League,br BRA,26-291,90,2.0,0.0,2.0,0.6,0.6,True,4.0,14.0,38.0,4.0,133.2,6.0,160.8,12.0,0.0,2.0,23.0
Kostas Tzolakis,J1,Olympiacos,Europa League,gr GRE,21-323,90,7.0,2.0,5.0,1.3,-0.7,False,4.0,20.0,23.0,2.0,99.6,3.0,189.9,9.0,1.0,1.0,10.0
Stefan Târnovanu,J1,FCSB,Europa League,ro ROU,24-140,90,5.0,1.0,4.0,1.5,0.5,False,2.0,7.0,27.0,2.0,63.4,5.0,151.0,11.0,1.0,1.0,15.6
Fabrice Ondoa,J1,FK Rīgas FS,Europa League,cm CMR,28-277,90,8.0,4.0,4.0,2.3,-1.7,False,4.0,10.0,27.0,4.0,128.0,4.0,89.2,15.0,1.0,2.0,28.6
Antonín Kinský,J2,Slavia Prague,Europa League,cz CZE,21-204,90,2.0,1.0,1.0,0.8,-0.2,False,2.0,8.0,22.0,3.0,107.1,5.0,93.0,7.0,1.0,0.0,0.0
Remko Pasveer,J2,Ajax,Europa League,nl NED,40-330,90,8.0,1.0,7.0,1.4,0.4,False,8.0,20.0,40.0,5.0,162.0,6.0,276.0,29.0,2.0,0.0,0.0
Jean Butez,J19,Como,Serie A,fr FRA,29-220,90,6.0,2.0,4.0,1.6,-0.4,False,9.0,14.0,38.0,8.0,255.2,1.0,9.0,8.0,0.0,1.0,15.4
Mike Maignan,J19,Milan,Serie A,fr FRA,29-195,90,4.0,1.0,3.0,0.5,-0.5,False,5.0,15.0,42.0,5.0,156.0,10.0,433.0,13.0,0.0,0.0,0.0
Dénes Dibusz,J2,Ferencváros,Europa League,hu HUN,33-322,90,7.0,2.0,5.0,1.9,-0.1,False,3.0,5.0,27.0,5.0,114.5,7.0,231.7,16.0,0.0,2.0,52.0
Guglielmo Vicario,J2,Tottenham,Europa League,it ITA,27-362,90,5.0,1.0,4.0,1.4,0.4,False,1.0,2.0,29.0,8.0,163.2,5.0,121.0,21.0,2.0,2.0,33.2
Christos Mandas,J2,Lazio,Europa League,gr GRE,23-016,90,4.0,1.0,3.0,1.4,0.4,False,6.0,21.0,27.0,1.0,44.6,8.0,466.4,10.0,1.0,0.0,0.0
Marcin Bułka,J2,Nice,Europa League,pl POL,24-365,90,5.0,4.0,1.0,2.7,-1.3,False,1.0,4.0,26.0,2.0,42.4,3.0,60.9,7.0,0.0,3.0,59.7
Álex Remiro,J2,Real Sociedad,Europa League,es ESP,29-193,90,3.0,2.0,1.0,0.8,-1.2,False,2.0,5.0,18.0,2.0,55.6,7.0,233.8,11.0,0.0,2.0,27.0
Colin Coosemans,J2,Anderlecht,Europa League,be BEL,32-061,90,4.0,1.0,3.0,0.7,-0.3,False,7.0,21.0,41.0,4.0,158.0,9.0,347.4,30.0,0.0,2.0,25.0
Oliver Baumann,J2,Hoffenheim,Europa League,de GER,34-123,90,1.0,0.0,1.0,0.1,0.1,True,2.0,9.0,26.0,2.0,66.8,5.0,150.0,15.0,0.0,1.0,21.5
Heorhiy Bushchan,J2,Dynamo Kyiv,Europa League,ua UKR,30-125,90,6.0,2.0,4.0,1.4,-0.6,False,6.0,20.0,27.0,4.0,160.8,5.0,318.0,10.0,0.0,0.0,0.0
Kostas Tzolakis,J2,Olympiacos,Europa League,gr GRE,21-330,90,5.0,0.0,5.0,2.5,2.5,True,6.0,23.0,29.0,6.0,279.0,4.0,268.0,7.0,1.0,4.0,74.4
Matheus,J2,Braga,Europa League,br BRA,32-076,90,6.0,3.0,3.0,0.9,-2.1,False,3.0,10.0,43.0,4.0,130.4,6.0,115.8,18.0,1.0,2.0,34.6
Roei Mashpati,J2,Maccabi Tel Aviv,Europa League,il ISR,31-315,90,7.0,2.0,5.0,2.3,0.3,False,2.0,5.0,40.0,10.0,248.0,1.0,17.0,4.0,1.0,2.0,29.4
Elías Rafn Ólafsson,J2,Midtjylland,Europa League,is ISL,24-206,90,4.0,0.0,4.0,1.0,1.0,True,6.0,23.0,24.0,4.0,173.6,14.0,814.8,13.0,0.0,2.0,54.0
Fabrice Ondoa,J2,FK Rīgas FS,Europa League,cm CMR,28-284,90,7.0,2.0,5.0,2.2,0.2,False,6.0,17.0,21.0,4.0,200.0,5.0,281.0,36.0,1.0,0.0,0.0
Günay Güvenç,J2,Galatasaray,Europa League,0,33-100,90,4.0,2.0,2.0,1.9,-0.1,False,1.0,1.0,25.0,3.0,66.0,3.0,72.0,9.0,0.0,0.0,0.0
Diogo Costa,J2,Porto,Europa League,pt POR,25-014,90,8.0,3.0,5.0,1.8,-1.2,False,5.0,13.0,39.0,6.0,174.6,3.0,119.1,19.0,0.0,3.0,71.4
André Onana,J2,Manchester Utd,Europa League,cm CMR,28-184,90,7.0,3.0,4.0,3.0,0.0,False,8.0,12.0,20.0,2.0,73.2,4.0,159.2,17.0,0.0,1.0,39.0
Jack Butland,J2,Rangers,Europa League,eng ENG,31-207,90,7.0,4.0,3.0,3.1,-0.9,False,1.0,7.0,24.0,2.0,57.6,2.0,50.0,4.0,0.0,1.0,22.0
Lucas Perri,J2,Lyon,Europa League,br BRA,26-298,90,5.0,1.0,4.0,1.4,0.4,False,0.0,13.0,25.0,2.0,74.4,9.0,313.2,16.0,0.0,1.0,18.0
Fabijan Buntić,J2,Qarabağ,Europa League,hr CRO,27-222,90,5.0,2.0,3.0,2.0,0.0,False,0.0,2.0,10.0,3.0,82.2,3.0,66.0,9.0,1.0,1.0,12.0
Johan Dahlin,J2,Malmö,Europa League,se SWE,38-025,45,1.0,1.0,0.0,0.8,-0.2,False,0.0,4.0,6.0,1.0,19.2,7.0,275.1,5.0,0.0,0.0,0.0
Ricardo,J2,Malmö,Europa League,br BRA,31-228,45,0.0,0.0,0.0,0.0,0.0,True,0.0,6.0,7.0,2.0,95.8,3.0,179.1,9.0,1.0,0.0,0.0
Marco Carnesecchi,J19,Atalanta,Serie A,it ITA,24-197,90,8.0,1.0,7.0,1.4,0.4,False,4.0,10.0,33.0,3.0,95.4,5.0,146.0,9.0,0.0,1.0,17.0
Michele Di Gregorio,J19,Juventus,Serie A,it ITA,27-171,90,5.0,1.0,4.0,0.9,-0.1,False,3.0,12.0,22.0,5.0,180.0,4.0,115.2,21.0,1.0,0.0,0.0
Anthony Moris,J2,Union SG,Europa League,lu LUX,34-157,90,1.0,0.0,1.0,0.0,0.0,True,9.0,16.0,27.0,2.0,85.4,3.0,129.9,4.0,0.0,1.0,20.0
Nikita Haikin,J2,Bodø/Glimt,Europa League,ru RUS,29-084,90,3.0,0.0,3.0,0.5,0.5,True,10.0,26.0,64.0,8.0,285.6,7.0,384.3,18.0,0.0,1.0,19.3
Martin Jedlička,J2,Viktoria Plzeň,Europa League,cz CZE,26-253,90,2.0,0.0,1.0,0.9,0.9,True,6.0,12.0,30.0,2.0,69.4,2.0,79.0,12.0,0.0,5.0,107.0
Hendrik Bonmann,J2,Ludogorets,Europa League,de GER,30-255,90,5.0,0.0,5.0,0.2,0.2,True,5.0,22.0,38.0,6.0,222.6,10.0,483.0,20.0,1.0,2.0,35.4
Lars Unnerstall,J2,Twente,Europa League,de GER,34-075,90,2.0,1.0,1.0,1.0,0.0,False,9.0,19.0,36.0,3.0,116.1,2.0,22.0,13.0,0.0,1.0,12.0
Dominik Livaković,J2,Fenerbahçe,Europa League,hr CRO,29-268,90,9.0,1.0,8.0,1.9,0.9,False,12.0,24.0,46.0,10.0,368.0,5.0,177.0,14.0,1.0,0.0,0.0
Isak Pettersson,J2,Elfsborg,Europa League,se SWE,27-119,90,5.0,0.0,5.0,0.7,0.7,True,1.0,21.0,28.0,4.0,167.2,6.0,355.2,27.0,0.0,0.0,0.0
Mile Svilar,J2,Roma,Europa League,rs SRB,25-037,90,4.0,1.0,3.0,1.2,0.2,False,0.0,0.0,25.0,4.0,69.6,2.0,33.0,7.0,0.0,3.0,69.0
Julen Agirrezabala,J2,Athletic Club,Europa League,es ESP,23-282,90,2.0,0.0,2.0,0.2,0.2,True,3.0,7.0,24.0,4.0,104.8,4.0,217.2,9.0,1.0,1.0,14.3
Rome-Jayden Owusu-Oduro,J2,AZ Alkmaar,Europa League,nl NED,20-093,90,7.0,2.0,5.0,2.0,0.0,False,2.0,15.0,30.0,2.0,71.0,10.0,460.0,21.0,0.0,0.0,0.0
Dominik Kotarski,J2,PAOK,Europa League,hr CRO,24-236,90,2.0,1.0,1.0,0.9,-0.1,False,1.0,5.0,30.0,3.0,74.4,3.0,57.0,5.0,0.0,2.0,70.6
Stefan Târnovanu,J2,FCSB,Europa League,ro ROU,24-147,90,6.0,0.0,6.0,1.5,1.5,True,15.0,31.0,36.0,0.0,0.0,16.0,785.6,36.0,1.0,0.0,0.0
Ersin Destanoğlu,J2,Beşiktaş,Europa League,tr TUR,23-276,90,5.0,3.0,2.0,2.0,-1.0,False,0.0,8.0,21.0,4.0,131.6,6.0,174.0,6.0,0.0,0.0,0.0
Kauã Santos,J2,Eint Frankfurt,Europa League,br BRA,21-175,90,11.0,1.0,9.0,2.4,1.4,False,9.0,18.0,33.0,10.0,325.0,9.0,465.3,17.0,5.0,0.0,0.0
Matheus,J3,Braga,Europa League,br BRA,32-096,90,3.0,2.0,1.0,0.7,-1.3,False,1.0,6.0,35.0,3.0,90.0,7.0,158.2,5.0,1.0,2.0,31.2
Nikita Haikin,J3,Bodø/Glimt,Europa League,ru RUS,29-104,90,11.0,1.0,10.0,2.4,1.4,False,3.0,6.0,42.0,7.0,162.4,6.0,175.2,18.0,3.0,1.0,11.7
Günay Güvenç,J3,Galatasaray,Europa League,0,33-120,90,6.0,3.0,3.0,2.5,-0.5,False,5.0,8.0,45.0,3.0,76.8,3.0,36.0,9.0,1.0,5.0,85.5
Isak Pettersson,J3,Elfsborg,Europa League,se SWE,27-139,90,10.0,4.0,7.0,3.9,-0.1,False,2.0,18.0,24.0,3.0,137.7,5.0,173.0,21.0,1.0,0.0,0.0
Kevin Trapp,J3,Eint Frankfurt,Europa League,de GER,34-108,90,1.0,0.0,1.0,0.2,0.2,True,0.0,0.0,17.0,2.0,42.4,8.0,210.4,13.0,0.0,1.0,18.5
Fabrice Ondoa,J3,FK Rīgas FS,Europa League,cm CMR,28-305,90,4.0,1.0,3.0,1.6,0.6,False,7.0,21.0,26.0,4.0,187.2,9.0,434.7,17.0,1.0,0.0,0.0
Yann Sommer,J19,Inter,Serie A,ch SUI,36-029,90,6.0,2.0,4.0,1.1,-0.9,False,6.0,15.0,38.0,3.0,97.5,4.0,78.0,19.0,1.0,0.0,0.0
Łukasz Skorupski,J19,Bologna,Serie A,pl POL,33-255,90,6.0,2.0,4.0,1.4,-0.6,False,9.0,19.0,37.0,2.0,67.0,8.0,427.2,9.0,1.0,0.0,0.0
Dénes Dibusz,J3,Ferencváros,Europa League,hu HUN,33-343,90,4.0,0.0,4.0,1.3,1.3,True,6.0,14.0,34.0,8.0,259.2,5.0,243.0,19.0,0.0,1.0,12.0
